还***分,"产品包装：外观包装还是差点意思 ，一个纸箱子外面都快坏了。里面一层纸包着。
便携性能：拿着手感巨好，轻巧易用，把玩起来很舒适。
外形外观：全黑科外观技感还是很强。很nice",5
老***额,啊，到手第一感觉相机好小，很轻的感觉。之前用佳能感觉配个定焦，都重的不想带出去，A7C拍人像效果搭配永诺的85定感觉衣服效果锐利的一批。新的一年，争取排出更好的照片。,5
m***n,"完美，产品很惊艳，性价比合适，希望用的长久！
这个颜色很喜欢，摸起来质感不错，百搭。
包装也很大气，用来送人的话也是不错的选择
物流很快，物品完好。",5
j***8,究极帅的相机，太好看了，超级喜欢，这个银色简直了，不想要像素太高的相机又主要拍照那只有m4和这个了，这个a7c2从某种角度来讲就是m4的非工作升级版,5
麋***路,用了好几年6400终于换了全画幅，对我来说属于大升级了，ai对焦不错，之前和女朋友出去玩6400会有人脸对不上的情况a7c2对焦速度很满意。外观也很大气，很喜欢这个外观。,5
砍***探,物流速度非常快，尤其是春节期间，24小时内送到，相机📷一直是我想要的，使用一下，非常喜欢，正在研究中，下次再来，色彩鲜艳夺目.,5
x***u,"话说都五位数的东西了，一个小纸盒，不填充任何包材就从成都调货到上海，这合适吗&hellip;&hellip;&hellip;&hellip;

不过说回来，这款相机还是非常不错的，体积紧凑，性价比高",5
n***t,看了好久才选定了索尼的这款相机，买给孩子的，这个银色的常常缺货，春节期间偶然刷到有货就立马下单了，发货很快，隔了一天就收到货了，配好镜头就出门旅游了，画质真的真的好。性价比很高。,5
J***1,比之前价格要便宜，银色的版面很好看也特别特别满意👍，超级好看😍，物流非常给力，到货很快就发出来了，产品质量不错，还能延保。,5
桐***阿,观望了很久终于买了，原价到手银色的，真的好看。而且金属的非常有质感，我的手比较小所以没有网上说的握持感那么差，但是确实之前的几款。成像非常的顶，对焦速度真的没话说！！！,5
j***a,"买的第一台入门相机
首先感觉作为一个全画幅相机已经足够轻便，带着出门刷街都很方便，女生友好
外形外观：索尼的外观是不错的，操作可能还需要多学习
产品包装：包装很好很完整，物流也非常快",5
m***n,对比了好几款，最后还是决定买a7c2，到手果然体积重量都很合适，拍照效果不错，视频效果也不错搭配腾龙28200镜头一点都不重，可以做到一镜走天下,5
J***1,咬咬牙选择了A7C2，这一代产品已经非常优秀了，对于自用已经非常非常实用，拍摄视频可以配合大疆的pocket 3一起使用，拍照只要配上自己适合的镜头，真的搜亿最了，还要慢慢摸***，找到自己的拍照方式方法。,5
J***1,宝贝已收到，是我想要的，手感很好，质量也挺好，一直都在等入手这个相机，物流还是一如既往地给力，整体服务很赞。非常完美的购物,5
小***車,"终于终于我好不容易才买到的c 在使用索尼
A7C2的过程中，我深切感受到了这款相机的优秀性能。全画幅传感器和高像素带来了清晰、细腻的照片，动态范围广，ISO表现优秀相机的握柄设计舒适，即使长时间拍摄也不会感到疲劳，这种舒适的手感让我倍感珍惜。此外，它的重量轻，携带方便，非常适合旅行或户外拍摄，这让我更加感到这款相机的难得之处。总的来说，索尼A7C2不仅是一款功能强大的相机，更是我好不容易才得到的珍贵宝藏，每次使用它都让我深感满足和愉悦。
问",5
T***3,到货就迫不及待打开了，果真没有让我失望，质量特别好，颜值也相当高，满意的一次购物想买的别犹豫哇！完美，产品很惊艳，性价比合适，希望用的长久！,5
j***i,绝绝子！机身很轻，但配了个大变焦，有点重了，但是习惯了也就还好。在室内室外拍了些照片，确实画质很细腻。银色超美，good！,5
B***l,索尼a7c2，像素3300w。其他参数大家应该看到不少了，机身很轻便，个人买的镜头还没到。收到机后，感觉还行，顶多摸摸机，有灰但能吹掉，上手挺好,5
l***7,一代升级换成二代，菜单更方便了，性能比一代提升很多，对焦速度快，外形小巧，对于记录日常生活，像素足够用了,5
a***a,"只知道A7c是紧凑型的体积变小了，但确实没想到，哈哈实际比我的老A7还大一些，不过对焦轻快多了，随手一拍也可以忽略手部抖动了。
握把和镜头之间有点拥挤。",5
买***某,"到手了，13999入的单机，比线下购买贵一点，也没有任何赠品，但是不用自己出门，便宜的几百就当路费和时间了。
买了个二手24105，效果凑合用，后续还是要上定焦，之前用感动常在单反的，也有翻转触摸屏。
操作菜单选项上，比不过感动常在的单反，索尼的菜单很乱。
购买目的是便宜的第三方镜头，和比m4便宜2k。",5
J***_,"产品包装：挺好
外形外观：小巧精致
成像效果：满意
反应速度：很满意
便携性能：很满意
很喜欢A7c这个系列的产品，从1代升级过来，2代的升级点还是比较符合我的期待的，从纯黑色换成了银黑色，外观看起来复古，肤浅了&hellip;有个小槽点想说一下，电池盖那边有个拼接口，1代是完整的一片。然后电池盖不太稳，外出放背包里自己就打开了，1代就没遇到过这个情况。",5
j***u,攒了半年终于买到了新机，外观我挺喜欢的。自定义滤镜很好用，换了7c2之后后期的频率降低了很多。防抖也不错，手持广角一秒没问题。对焦功能很强大，对着人基本都是锁眼睛，甚至**也能锁在鸟眼睛上，拍飞机也能识别出来，很强。就是相机底部有点容易刮花，到手大半个月已经有了一点划痕，虽然正面看不到但还是有点难受。再还有就是连接手机的那个creaters APP 偶尔会闪退，体验不太好（我的手机是小米的，系统澎湃os）,5
特***茜,"春节前蹲守到了银色机身，个人还是更喜欢复古银。
对焦速度快，自重轻，网上评价的优点都属实。
有好几年不用单反了，重新用起来微单后，都不想用手机拍照了。",5
第***象,虽然说这款相机自从发布后就一直处于饥饿营销模式，很难抢到，但毕竟过去这么长时间了，原价还是可以蹲一波的，年前入手，过年期间用了用，没时间仔细研究，就随便在自动档拍了几张，还是非常不错，轻量化的可以,5
沙***喵,一个火爆的相机，抢了多少次了终于在过年期间用原价拿下了。12期免息还是挺好的。开箱一看盒子真是小巧，看来扫街拿着不会太累了,5
棒***多,"不错，买到心巴上的好东西
产品包装：四角尖尖
外形外观：继承A7c设计
成像效果：业余爱好足够
反应速度：特别快
便携性能：相当舒适",5
F***n,颜值高，对焦快。Sony直出终于可以看了，冲着颜值和直出冲的。不过lut只能直出视频，不能直出照片，毕竟&alpha;（daofa）,5
我***啊,"作为一名摄影爱好者，我对索尼A7C Mark II（A7C2）的购买体验充满了期待和兴奋。在拿到这款相机的那一刻，我被其紧凑而优雅的设计所吸引。A7C2继承了前代机型的便携特性，同时在性能上有了显著的提升，这让我对它的实用性和多功能性充满了信心。

首先，A7C2的全画幅传感器提供了出色的图像质量，无论是在低光环境下还是在拍摄高分辨率的细节时，它都能够捕捉到令人惊叹的画面。加之其搭载的新一代BIONZ XR图像处理器，使得它在处理速度和图像处理能力上都有很大的提升，这对于追求高质量成像的我来说，无疑是一个巨大的吸引力。

其次，A7C2的自动对焦系统也是我非常看重的一点。它配备了索尼最新的Real-Time Eye AF技术，能够快速而准确地捕捉人眼，这对于人像摄影师来说是一个强大的工具。同时，它的动物眼睛自动对焦也非常出色，让我在拍摄宠物或野生动物时更加得心应手。

此外，A7C2的视频功能也不容小觑。它支持4K视频录制，并且有着良好的色彩表现和动态范围，这对于我这种既想拍照又想拍视频的用户来说，提供了极大的便利。而且，它还具备翻转屏幕和优秀的触控操作，让Vlog创作变得更加轻松。",5
快***盲,以前一直用别的牌子，正好赶上了索尼A7c的这波升级，换了A7c2，体验感很棒。相机的更多玩法有待慢慢发掘。蹲了几天，很幸运地抢到了银色单机。,5
j***m,人生中第一部相机，查了好多新手攻略，从单反和微单间纠结了好久，最后选了这台，正式入坑了。到手后真是没让人失望，外观感觉很帅，手持的手感也挺好，配了个兔笼手感更升了一级。内置的很多功能也很方便，G大师也可以，对焦速度没得说，出片效果也不错。值得购买。,5
F***8,这款机子抢了好久才抢到了银色版本，颜值真的超级高，超级漂亮，非常符合审美需求，买之前也看了很多相关的评测，功能非常强大，重量相比原先的单反要轻巧小巧很多。,5
j***Y,快递送来时还以为不是相机，因为箱子真是太小太轻了，记得十年前的单反箱子是又大又重。十年相机进步也很大。小巧轻便，防抖很赞，颜值很高，搭配适吗2870f2.8刚刚好。先当挂机头了，出游旅拍完全足够。因为方便携带，也有带出去的意愿了。,5
s***2,持有了4年a7m2今年趁着双11升级了a7c，对焦提升了一大步，触屏也很给力，剩下的虽然轻便了不少，但是取景器和握持感确实不适合干活，爱好者的话应该很好适应，总之玩摄影真是无底洞。,5
j***x,出佳为尼了，体验一下索尼大法，真的好轻啊，但是加上头又重了，估计后期得入个小饼干头来挂机。但是已经非常不错了！很适合我这种不喜欢笨重相机又爱好一点小摄影的人了。京东速度很快！两天就收到了不错,5
浩***浩,日期很好.我看是12月份生产的.包装小小的一个.真的非常小巧.a6400升级到a7c2.体验非常满意.创意外观也很好用。,5
A***O,之前做攻略把该买的配件都配齐了，等了好久可终于抢到相机了，好喜欢黑色款，很有质感，机身很轻便携性能强，看着这么好看我很愿意带出去拍拍拍，慢慢摸索学习,5
x***x,以前大学的时候就一直在用索尼相机了，a6000升级了c2，感觉完全变得不一样了，菜单变好了，有触摸屏了，也是全画幅了，都好起来了！,5
j***r,心心念念的最爱相机，犹豫很久还是决定买2代，拿到手出片效果惊艳，适合我这个入门级选手！银色颜值杠杠的！,5
李***0,"产品包装：相机包装箱很小，不过还是够结实的
外形外观：外形好看是我心心念念的银色，原价13999抢到，加上这个24-105 
成像效果：成像效果，实打实的比手机拍的好看😂😂
反应速度：单张拍摄可以，H+连拍也很流畅，视频lut还在摸索
便携性能：我用的这个镜头有点重，俩加一块1.1kg了，单手拿着吃力了，一开始打算用手腕带，我放弃了
其他特色：现在银色缺货，黑色也是原价在卖，有需要的快快入手，我手机给我对象拍了这么久了，没有太多她喜欢的，昨天出去拍了一小时，有好几张她特别喜欢，特别开心，这大概就是买的值和不值的衡量标准～",5
涅***维,sony微单的优良，被a7c2很好的继承下来，一机一镜简直不要太爽，40G真是好头中的好头，轻便短小携带舒服，画质也是很不错的，附图为晚上灯光最大光圈，而且全是自动模式jpeg直出，没有叠加创意外观，以后再换成raw，再感受各种创意外观的魅力。,5
怡***族,哈哈哈哈哈！是谁在年货节收到了新相机～送给老公的新年礼物，他很喜欢，银色买完没多久就断货了，还好下手及时，第三天就送到了，物流也太快了吧,5
R***1,用了几天才来评价，整体非常满意，你永远可以相信索尼，一如既往的优秀，整体机身轻盈，外观紧凑，对焦速度一流，成像效果也很好，3300 万像素果然清晰，经得起放大裁切！好机器！,5
j***h,相机收到啦！好惊喜啊！看了好久才决定买这个，一直盯着京东有货，看到就立马下单啦！还买到了喜欢的银色，超级开心，超级喜欢啊啊啊啊,5
J***陈,种草很久了，终于在京东自营入手！应该是目前最热门的机器，搭配2070镜头，对于新手而言，可以更好地开启摄影之旅了。物流非常快，自营也是信心保障！,5
j***8,抢了两个月终于抢到了c2. 到手第二天就迫不及待地拿出去实拍，比我之前的M3各项都提升了很多.东西确实很不错👍,5
j***Z,正品店铺，放心购买，客服态度也很OK，整个购物过程非常顺利！下次还会再来的！赞！是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买简直太好用了，只能用完美来形容！强烈推荐！,5
快***来,相机尺寸跟半画幅差不多，重量也轻，非常小巧轻便，带出门很方便，屏幕太拉胯，分辨率不高，触摸功能也很鸡肋，等于没有，菜单栏也不友好，预算够建议还是二代,4
岚***若,"索尼这个颜色吧拍人像直出就不太行 
但是它宽容度挺好的,后期空间很大 
这个握持比较适合女生 
evf也不是不能用 勉强用一下还是可以的 
续航超乎我想象 
充满电在外面拍一天问题不大 
抢不到c2就买了这个 
拍一拍还是蛮开心的
镜头是腾龙28-75二代
逆光能打随便拍",5
l***_,"产品包装：包装用料扎实
外形外观：银黑配色特别有复古的味儿
便携性能：轻！单手拿一下午瞎溜达也不觉得累
反应速度：快！对焦省心很多
成像效果：个人觉得挺好的、用来记录生活完全够用了
用户界面可以触屏操作好方便，就是取景器有点小还在左上角用起来比较变扭，好在显示屏可以翻转展开不用取景器也挺方便的。2070挂机轻量化真的爽，拍宠物或者走走停停扫街还是完全够用的，有点馋腾龙28200的长焦焦段，但是又舍不得20端的广角哈，许个愿攒钱买70200GM！",5
j***t,无论是专业摄影师还是摄影初学者，都能通过索尼相机轻松掌握摄影的精髓，创作出令人惊艳的作品，凭借其卓越的性能和多样化的功能，无疑是值得入手的理想相机。,5
素***9,看了几个月终于等到原价了，原本线下也原价定了但是要等几天，着急用还是选了自营。手感、重量都很不错，自己配了底座，重量上去了，但是握持感提升巨大。慢慢摸索吧,5
胖***生,心心念念的A7C2+24-70GM2终于在双12原价抢到了，和我原来的单反比简直就不是一个时代的产品，十分满意！,5
不***豆,"机身小巧，对焦迅速，自带的ai对焦无敌啊速度太快了
加上蔡司55mm 1.8的头感觉机身比例正好，重量上正好长时间使用也不会太累
黑色的感觉比银色的有质感，嘎嘎舒服润手
屏幕应该是升级过了，很清晰触控灵敏
千呼万唤啊，好不容易终于抢到。物流很快都能提前一天到",5
j***J,"相机不错，非常棒。索尼一如既往的优秀对焦，一如既往的嗯防抖和色彩，非常棒，真有你的索尼，真是太棒了。
机器颜值拉满，基本全是索尼最好看的机器了，配个小一点的镜头，颜值担当了。",5
不***啊,"终于迎来人生第一台相机，小巧轻便，等了很久终于到手，发货很快
产品包装：很简约
外形外观：复古，精致小巧
反应速度：对焦灵敏
便携性能：牺牲了握持手感，但很轻，挂在脖子上几乎没有分量",5
j***c,"中午买到了日思夜想的银色单机身，符合预期，感觉非常棒。
a74的性能，便宜一千多的价格，缺了双卡槽而已，完全物超所值。太棒了。索尼yyds。加油加油加油加油",5
晚***d,"物流非常快！一看到有货就立马下手抢了，总算是买到了！
产品包装：非常靠谱，满意！信任京东
外形外观：外观颜值绝了，太好看了
成像效果：3000w像素杠杠的
反应速度：sony永远值得信任
便携性能：小巧，颜值高，方便携带
其他特色：总之各方面都很满意了！",5
王***生,"产品包装：包装完好无损，且京东物流当天就到

外形外观：抢到黑色的，实机其实也很酷，不行后面再贴纸
成像效果：清晰锐利，阴天和暗光环境下比6700要好不少，噪点少很多，iso超过400下
反应速度：现在索尼新菜单非常好用，人性化响应迅速
便携性能：重量和6700差不多，轻便搭配40定放口袋都行
其他特色：心水已久的机器",5
u***3,喜欢了好久的索尼a7c二，最近终于有货了，马上就入手了。快递速度非常的迅速，基本上两天就到了。快递过程中也没有什么损伤。包装是挺完整的，里面还有气垫防止相机损伤，包装的也还是挺不错的。相机非常完好，里面的保修卡什么都有，而且生产日期是12月，非常的新，没有任何问题，是一次非常满意的购物过程。,5
K***王,"产品包装：外面快递盒有一点点破损，盒子边缘蹭开了
外形外观：非常的小巧，拿在手上很轻，跟玩具似的
成像效果：配合套装的20-70mmF4，基本挺滿意的。
反应速度：对焦确实挺快的，基本没有虚
便携性能：非常轻便
其他特色：开启声音咔嗒非常清脆",5
调***蛋,🎈商品收到了，包装得很好，物流非常快，客服态度很积极，有问题及时解答！总体来说非常满意！功能强大，如果能加座充和手柄就更好了。,5
小***阑,小巧轻便，颜值很高，家用天花板了，照片直出就可以发朋友圈，感觉很满意了，可以专业拍照，对小白也很有友好，研究了一晚上就会用了,5
超***2,"外形外观：外观时尚，金属机身很有质感，人生第一台相机到手很喜欢
成像效果：配了个永诺85二代，拍人像绝了很出片，本人新手，其他镜头还没试过，目前用下来非常满意，画面跟锐色彩也很好
便携性能：小巧便携，本来准备买多几个电池，到用过之后一块电池出去拍照一天下来很足够（没录像仅拍照）
反应速度：对焦快又准，新手用A档或自动挡咔咔按快门就好了
产品包装：常规包装，盒内只有机身➕电池，常规安卓充电器可以给相机充电",5
小***y,"产品包装：很好，很精致，也很细致
外形外观：很轻巧，手感很好
成像效果：不错，清晰明了，成像美观
便携性能：很方便携带，小巧精致",5
路***栤,很幸运原价抢到了一台黑色单机，京东速度很快，隔天就到了。相机搭配了适马的28-70，整体也比较协调，对焦杠杠的，比之前的6300好太多了。暗光拍摄也更容易出片，虚化后的光斑也很好看。,5
e***3,终于入手了 a7Cii，跟一代相比，由于新的AI物体识别芯片的加持，对焦非常迅速，很容易找到自己希望的画面重点。取景器在保持整体尺寸没有增大的前提下，比一代的实际面积更大，视野更清楚。新的手机app也非常棒，蓝牙连接迅速，比之前的好用多了。新版菜单也很好用，很多常用的选项放在了最容易找到的位置。此外在好多小细节上都有了提升。跟一代相比，真是实打实的升级！,5
现***烦,终于买到7CII了，银色颜值很高，比7R4小巧、轻便，配上35 1.4，真的太合适。两个相机两个镜头，再也不用换来换去了。,5
奶***6,原价蹲到一台，好喜欢。旗舰店的货实在太紧俏了，刷到一台20-70套机毫不犹豫拿下。物流也挺快，打包给力，用了十三年的老单反终于更新换代了。,5
j***k,终于买到了这款相机，索尼a7c2的七级防抖非常赞👍🏻最大的优势就是机身小巧，随身携带十分方便。按键操控比前代优化了，使用起来更加方便。相机的动态抓拍能力不错，配个什么镜头好呢？,5
朱***良,"产品包装：包装非常的环保，非常的美
外形外观：这个相机已经抢购了好久，终于京东有货了，所以赶紧入手一台
成像效果：索尼相机的成像效果非常好，很喜欢
反应速度：现在在研究中
便携性能：这个相机真的是小巧又便捷，推荐大家购买",5
u***1,真的不错，到手已经用了两周了，对焦很迅速，颜值也很在线，索尼内置的创意外观真的好用，省去了很多后期的麻烦，搭配上原厂的24105镜头，可以勉强实现一镜走天下😀,5
j***d,"机身小巧好看，成像优质，ai对焦，指哪打哪，是随身携带，记录生活，超级方便。
成像效果：好
反应速度：快
外形外观：简洁大气",5
j***k,期盼了好久的相机，终于原价买下来了，非常喜欢这个相机，我觉得他很适合我，试一下相机的画质，全画幅非常有质感，好评,5
Y***n,机器非常漂亮，银色很有复古感。性能很不错，较之前用的A7R2、A7M3有很大提升。京东自营店依旧给力，非常愉快的一次购机体验。,5
h***u,出佳为尼，之前的5d2因为重量关系，已经很少拿出来用了。对摄影的热爱依旧不变，等了很久终于等到了银色的A7C2，加上了40f2.5的镜头，一切以轻巧便携出发。颜值一流，性能远超目前我的需求。,5
M***n,"梦中情机，之前从7r,7m2,7r3一路上来的，新菜单好用很多。对焦也比r3进步的太多了。日常家用真的7c2比m4更合适。搭配三阳45，足够小巧轻便。",5
书***子,"颜值高，特喜欢银色这一款，下单之后就没货了，庆幸。
重量轻，携带方便，翻转屏很好用，方便多视角拍摄。成像效果确实比手机好",5
j***g,抢了好久，终于原价抢到了。真的好用，索尼四代机以后菜单就更新了，好用不少。银黑的配色也好看，还能给模特当道具用。这价格，这配置，物超所值,5
北***木,心心念念非常久的相机，终于终于原价抢到了，上手非常小，很轻，就在那个晚上无意当中买到了，银色机身质感特别好，非常适合记录生活用，简直爱不释手。对焦迅速，成像锐利，超级超级棒！,5
w***e,"产品包装：包装严实，不用担心会压坏

外形外观：喜欢的style

成像效果：一直在各大平台查看相关介绍，成像确实很nice
反应速度：快速，敏捷
便携性能：方便轻巧",5
e***y,银色炒鸡好看终于抢到了，巴掌大小的全画幅很轻便适合旅游党，而且比一代操控好了很多，比m4软件功能还多，配了银色底板小指头也有地放了！！！,5
何***z,产品包装：常规包装1外形外观：小巧玲珑，很有质感1成像效果：色彩丰富，效果理想 1反应速度：灵敏迅速 1便携性能：很方便 1个人感觉各方面足够用,5
内***内,"性能强悍的小钢炮，复古高颜值，搭配小镜头可以日常携带扫街十分便携。
配上牛头又有不俗的画质，泰裤辣。",5
大***怖,"产品包装：完好
外形外观：漂亮
成像效果：清晰
便携性能：挺轻的
反应速度：很快
其他特色：一眼就喜欢上了！抢了很久",5
j***d,"很不错的相机，非常小巧轻便，全画幅微单相机，颜值很高，上手感觉不错，做了简单设置之后就就去拍
照片了。照片视频都可以拍，对焦完全不用操心，画质不错。",5
摔***e,相机终于抢到了，质感非常棒，这应该是体积最小的全画幅相机之一了吧。配合索尼的镜头对焦非常迅速，指哪打哪。,5
p***a,机子很不错 的确是微单里的强者 心心念念了很久 之前不好抢现在总算能买上了 新手友好 操作简单 其他功能正在摸索中 界面也比较清晰 单卡槽也够用了 不是发烧友 总之可以,5
张***7,"抢了很久终于抢到。手感比目前自用的zv1、xt30和xpro3好太多。
产品包装：京东一如既往的礼盒包装，很好看
外形外观：银色真的是收割一堆颜值党
便携性能：轻便小巧，又不失质感",5
j***8,"颜值很高，体积小巧，十分轻便。全新的菜单界面十分清楚明了，加上可触摸操作更方便。新加持的ai对焦非常快速，识别能力也很强。新的直出效果很不错,防抖也有进步。",5
影***m,"产品包装：完好
外形外观：完美
成像效果：比起上一代有不小的提升，完全可以替代手上的z6二代
反应速度：快门响应速度杠杠的，体验特别爽",5
l***t,"①收到货，第一时间拆包装，质量非常好，与卖家描述一致，完全超出我的期望值，包装很仔细、严实，总的来说这次是很满意的一次购物，感谢卖家。
②正品，质量好，价格低，性比价高，物美价廉，物有所值，朋友看了都说好。客服服务热情都到。物流很给力
③包装很好，快递给力，卖家很有信誉，发货速度也很快。价格更是比别家的实惠多了
④质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物
⑤刚收到货有点不懂得该怎么使用，咨询了一下客服，没想到客服的人超好，介绍得超仔细的
⑥到货很迅速，质量也不错，好店铺，推荐了~还在观望的朋友们可以毫不犹豫的下手啦！
⑦六星好评，多一星不怕你骄傲，还在犹豫的朋友赶紧下手，良心推荐，真的很不错，性价比也很高，以后还在这家买。总之：满意！满意！满意！
⑧真的超级喜欢，非常支持，质量非常好，与卖家描述的完全一致，非常满意，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送",5
l***6,"非常轻便的相机，对焦应该是t0级别的，买了2070的头，希望以后能多多拍照
产品包装：完整
外形外观：完美
成像效果：锐
反应速度：快",5
S***e,相机很轻巧，带出去很方便，机器很时尚，性能很好，。买回来就赶紧贴了膜，还在上手中，希望能够拍出很多好看的照片，好评！！！,5
飞***4,"感觉挺好的，轻巧。外观很喜欢，功能还得摸索。
到手后发现居然没有sd卡。还得再买一张。
另外，现在相机已经精简到充电的什么都没有配了。",5
f***2,抢了好多次，终于抢到a7c2了，相机非常好，非常喜欢.买了一个851.8的定焦，买了一个适马2870的变焦。配合使用，非常小巧带着也方便。,5
魚***U,"成像效果：蛮不错哦
便携性能：方便
反应速度：快递
外形外观：高级
产品包装：简约环保
其他特色：京东发货就是快，隔天就收到了，拆开那一刻简直不要太好看了，颜色，质感都很赞，不需要手调自动成像的，简直就是手残党的福音，平时拍摄绝对够够了！朋友也买了同款，大家都很喜欢。",5
j***0,相机收到货了，物流很快包装很好，做功也比较精细，小巧玲珑携带方便。经装机初步试了一下，感觉对焦速度很快，还在熟悉中，出片那叫一个好！,5
彦***0,已经关注一个多月了，本着不加价的原则终于抢到了，京东快递第二天就到了，马上又下单了镜头电池储存卡。相机包装很好，盒子都没有磕碰。相机质感很好，小巧但有分量，摄影小白，相机功能还在逐渐学习中。,5
J***l,"1️⃣外观颜值没得说，作为最新一代小体积全画幅，颜值耐打，做工精细
2️⃣作为一台全画幅相机，成像效果非常好，对焦迅速。
3️⃣7轴防抖，最前沿的防抖科技
4️⃣简化了表面按键，非常好用
5️⃣机身很轻，即使搭配28200的大变焦也可以当挂机头，总体重量可以接受，非常便携",5
只***酱,非常好看的相机，银色太有感觉了光是外表就是很赏心悦目的相机，对焦速度快，机身不重很适合带去外拍，单卡槽对于普通消费者问题不大，完去够用了，平常记录日常生活拍照好看方便，生产日期很新，支持pd快充很好,5
0***萧,心心念念非常久的相机，终于终于抢到了，上手非常小，很轻，就在那个晚上无意当中买到了，银色机身质感特别好，非常适合记录生活用，简直爱不释手。对焦迅速，成像锐利，超级超级棒！,5
